run_date,hotel_key,check_date,price
2026-07-05,kai_yufuin,2026-10-05,108900
2026-07-05,kai_yufuin,2026-10-06,108900
2026-07-05,kai_yufuin,2026-10-07,108900
2026-07-05,kai_yufuin,2026-10-08,108900
2026-07-05,kai_yufuin,2026-10-09,108900
2026-07-05,kai_yufuin,2026-10-10,115500
2026-07-05,kai_yufuin,2026-10-11,115500
2026-07-05,kai_yufuin,2026-10-12,108900
2026-07-05,kai_yufuin,2026-10-13,108900
2026-07-05,kai_yufuin,2026-10-14,108900
2026-07-05,kai_yufuin,2026-10-15,108900
2026-07-05,kai_yufuin,2026-10-16,108900
2026-07-05,kai_yufuin,2026-10-17,115500
2026-07-05,kai_yufuin,2026-10-18,108900
2026-07-05,kai_yufuin,2026-10-19,108900
2026-07-05,kai_yufuin,2026-10-20,108900
2026-07-05,kai_yufuin,2026-10-21,108900
2026-07-05,kai_yufuin,2026-10-22,108900
2026-07-05,kai_yufuin,2026-10-23,108900
2026-07-05,kai_yufuin,2026-10-24,115500
2026-07-05,kai_yufuin,2026-10-25,108900
2026-07-05,kai_yufuin,2026-10-26,108900
2026-07-05,kai_yufuin,2026-10-27,108900
2026-07-05,kai_yufuin,2026-10-28,108900
2026-07-05,kai_yufuin,2026-10-29,108900
2026-07-05,kai_yufuin,2026-10-30,108900
2026-07-05,kai_yufuin,2026-10-31,115500
2026-07-05,kai_yufuin,2026-11-01,108900
2026-07-05,kai_yufuin,2026-11-02,108900
2026-07-05,kai_yufuin,2026-11-03,108900
2026-07-05,kai_yufuin,2026-11-04,108900
2026-07-05,kai_yufuin,2026-11-05,108900
2026-07-05,kai_yufuin,2026-11-06,108900
2026-07-05,kai_yufuin,2026-11-07,115500
2026-07-05,kai_yufuin,2026-11-08,108900
2026-07-05,kai_yufuin,2026-11-09,108900
2026-07-05,kai_yufuin,2026-11-10,108900
2026-07-05,kai_yufuin,2026-11-11,108900
2026-07-05,kai_yufuin,2026-11-12,108900
2026-07-05,kai_yufuin,2026-11-13,108900
2026-07-05,kai_yufuin,2026-11-14,115500
2026-07-05,kai_yufuin,2026-11-15,108900
2026-07-05,kai_yufuin,2026-11-17,108900
2026-07-05,kai_yufuin,2026-11-18,108900
2026-07-05,kai_yufuin,2026-11-19,108900
2026-07-05,kai_yufuin,2026-11-21,115500
2026-07-05,kai_yufuin,2026-11-22,115500
2026-07-05,kai_yufuin,2026-11-23,108900
2026-07-05,kai_yufuin,2026-11-24,108900
2026-07-05,kai_yufuin,2026-11-25,108900
2026-07-05,kai_yufuin,2026-11-26,108900
2026-07-05,kai_yufuin,2026-11-27,108900
2026-07-05,kai_yufuin,2026-11-28,115500
2026-07-05,kai_yufuin,2026-11-29,108900
2026-07-05,kai_yufuin,2026-11-30,108900
2026-07-05,enowa_yufuin,2026-07-12,375224
2026-07-05,enowa_yufuin,2026-07-13,375224
2026-07-05,enowa_yufuin,2026-07-14,370334
2026-07-05,enowa_yufuin,2026-07-15,370334
2026-07-05,enowa_yufuin,2026-07-16,365446
2026-07-05,enowa_yufuin,2026-07-17,365446
2026-07-05,enowa_yufuin,2026-07-18,380112
2026-07-05,enowa_yufuin,2026-07-19,385000
2026-07-05,enowa_yufuin,2026-07-20,380112
2026-07-05,enowa_yufuin,2026-07-21,380112
2026-07-05,enowa_yufuin,2026-07-22,375224
2026-07-05,enowa_yufuin,2026-07-23,375224
2026-07-05,enowa_yufuin,2026-07-24,375224
2026-07-05,enowa_yufuin,2026-07-25,385000
2026-07-05,enowa_yufuin,2026-07-26,370334
2026-07-05,enowa_yufuin,2026-07-27,370334
2026-07-05,enowa_yufuin,2026-07-28,370334
2026-07-05,enowa_yufuin,2026-07-29,370334
2026-07-05,enowa_yufuin,2026-07-30,370334
2026-07-05,enowa_yufuin,2026-07-31,370334
2026-07-05,enowa_yufuin,2026-08-01,375224
2026-07-05,enowa_yufuin,2026-08-02,375224
2026-07-05,enowa_yufuin,2026-08-03,370334
2026-07-05,enowa_yufuin,2026-08-04,370334
2026-07-05,enowa_yufuin,2026-08-05,375224
2026-07-05,enowa_yufuin,2026-08-06,375224
2026-07-05,enowa_yufuin,2026-08-07,380112
2026-07-05,enowa_yufuin,2026-08-16,375224
2026-07-05,enowa_yufuin,2026-08-17,375224
2026-07-05,enowa_yufuin,2026-08-18,370334
2026-07-05,enowa_yufuin,2026-08-19,370334
2026-07-05,enowa_yufuin,2026-08-20,370334
2026-07-05,enowa_yufuin,2026-08-21,370334
2026-07-05,enowa_yufuin,2026-08-22,380112
2026-07-05,enowa_yufuin,2026-08-23,375224
2026-07-05,enowa_yufuin,2026-08-24,375224
2026-07-05,enowa_yufuin,2026-08-26,370334
2026-07-05,enowa_yufuin,2026-08-27,370334
2026-07-05,enowa_yufuin,2026-08-28,380112
2026-07-05,enowa_yufuin,2026-08-29,380112
2026-07-05,enowa_yufuin,2026-08-30,380112
2026-07-05,enowa_yufuin,2026-08-31,370334
2026-07-05,enowa_yufuin,2026-09-01,370334
2026-07-05,enowa_yufuin,2026-09-02,370334
2026-07-05,enowa_yufuin,2026-09-03,370334
2026-07-05,enowa_yufuin,2026-09-04,370334
2026-07-05,enowa_yufuin,2026-09-05,380112
2026-07-05,enowa_yufuin,2026-09-06,365446
2026-07-05,enowa_yufuin,2026-09-07,365446
2026-07-05,enowa_yufuin,2026-09-08,365446
2026-07-05,enowa_yufuin,2026-09-09,365446
2026-07-05,enowa_yufuin,2026-09-10,365446
2026-07-05,enowa_yufuin,2026-09-11,375224
2026-07-05,enowa_yufuin,2026-09-12,380112
2026-07-05,enowa_yufuin,2026-09-13,375224
2026-07-05,enowa_yufuin,2026-09-14,375224
2026-07-05,enowa_yufuin,2026-09-15,375224
2026-07-05,enowa_yufuin,2026-09-16,370334
2026-07-05,enowa_yufuin,2026-09-17,370334
2026-07-05,enowa_yufuin,2026-09-18,370334
2026-07-05,enowa_yufuin,2026-09-23,385000
2026-07-05,enowa_yufuin,2026-09-24,380112
2026-07-05,enowa_yufuin,2026-09-25,380112
2026-07-05,enowa_yufuin,2026-09-26,385000
2026-07-05,enowa_yufuin,2026-10-01,375224
2026-07-05,enowa_yufuin,2026-10-02,375224
2026-07-05,enowa_yufuin,2026-10-03,375224
2026-07-05,enowa_yufuin,2026-10-04,370334
2026-07-05,enowa_yufuin,2026-10-05,370334
2026-07-05,enowa_yufuin,2026-10-06,370334
2026-07-05,enowa_yufuin,2026-10-07,370334
2026-07-05,enowa_yufuin,2026-10-08,370334
2026-07-05,enowa_yufuin,2026-10-09,375224
2026-07-05,enowa_yufuin,2026-10-12,385000
2026-07-05,enowa_yufuin,2026-10-13,385000
2026-07-05,enowa_yufuin,2026-10-14,385000
2026-07-05,enowa_yufuin,2026-10-15,375224
2026-07-05,enowa_yufuin,2026-10-16,375224
2026-07-05,enowa_yufuin,2026-10-17,380112
2026-07-05,enowa_yufuin,2026-10-18,375224
2026-07-05,enowa_yufuin,2026-10-22,380112
2026-07-05,enowa_yufuin,2026-10-23,380112
2026-07-05,enowa_yufuin,2026-10-24,385000
2026-07-05,enowa_yufuin,2026-10-25,380112
2026-07-05,enowa_yufuin,2026-10-26,370334
2026-07-05,enowa_yufuin,2026-10-27,370334
2026-07-05,enowa_yufuin,2026-10-28,370334
2026-07-05,enowa_yufuin,2026-10-29,380112
2026-07-05,enowa_yufuin,2026-10-30,389890
2026-07-05,enowa_yufuin,2026-10-31,404556
2026-07-05,enowa_yufuin,2026-12-01,375224
2026-07-05,enowa_yufuin,2026-12-02,375224
2026-07-05,enowa_yufuin,2026-12-03,375224
2026-07-05,enowa_yufuin,2026-12-04,375224
2026-07-05,enowa_yufuin,2026-12-05,380112
2026-07-05,enowa_yufuin,2026-12-07,365446
2026-07-05,enowa_yufuin,2026-12-08,365446
2026-07-05,enowa_yufuin,2026-12-09,365446
2026-07-05,enowa_yufuin,2026-12-10,365446
2026-07-05,enowa_yufuin,2026-12-11,365446
2026-07-05,enowa_yufuin,2026-12-12,375224
2026-07-05,enowa_yufuin,2026-12-13,365446
2026-07-05,enowa_yufuin,2026-12-14,365446
2026-07-05,enowa_yufuin,2026-12-15,365446
2026-07-05,enowa_yufuin,2026-12-16,365446
2026-07-05,enowa_yufuin,2026-12-17,365446
2026-07-05,enowa_yufuin,2026-12-18,365446
2026-07-05,enowa_yufuin,2026-12-19,375224
2026-07-05,enowa_yufuin,2026-12-20,375224
2026-07-05,enowa_yufuin,2026-12-21,375224
2026-07-05,enowa_yufuin,2026-12-22,375224
2026-07-05,enowa_yufuin,2026-12-23,375224
