run_date,hotel_key,check_date,price
2026-07-07,kai_yufuin,2026-10-01,108900
2026-07-07,kai_yufuin,2026-10-02,108900
2026-07-07,kai_yufuin,2026-10-03,115500
2026-07-07,kai_yufuin,2026-10-04,108900
2026-07-07,kai_yufuin,2026-10-05,108900
2026-07-07,kai_yufuin,2026-10-06,108900
2026-07-07,kai_yufuin,2026-10-07,108900
2026-07-07,kai_yufuin,2026-10-08,108900
2026-07-07,kai_yufuin,2026-10-09,108900
2026-07-07,kai_yufuin,2026-10-10,115500
2026-07-07,kai_yufuin,2026-10-11,115500
2026-07-07,kai_yufuin,2026-10-12,108900
2026-07-07,kai_yufuin,2026-10-13,108900
2026-07-07,kai_yufuin,2026-10-14,108900
2026-07-07,kai_yufuin,2026-10-15,108900
2026-07-07,kai_yufuin,2026-10-16,108900
2026-07-07,kai_yufuin,2026-10-17,115500
2026-07-07,kai_yufuin,2026-10-18,108900
2026-07-07,kai_yufuin,2026-10-19,108900
2026-07-07,kai_yufuin,2026-10-20,108900
2026-07-07,kai_yufuin,2026-10-21,108900
2026-07-07,kai_yufuin,2026-10-22,108900
2026-07-07,kai_yufuin,2026-10-23,108900
2026-07-07,kai_yufuin,2026-10-24,115500
2026-07-07,kai_yufuin,2026-10-25,108900
2026-07-07,kai_yufuin,2026-10-26,108900
2026-07-07,kai_yufuin,2026-10-27,108900
2026-07-07,kai_yufuin,2026-10-28,108900
2026-07-07,kai_yufuin,2026-10-29,108900
2026-07-07,kai_yufuin,2026-10-30,108900
2026-07-07,kai_yufuin,2026-10-31,115500
2026-07-07,kai_yufuin,2026-11-01,108900
2026-07-07,kai_yufuin,2026-11-02,108900
2026-07-07,kai_yufuin,2026-11-03,108900
2026-07-07,kai_yufuin,2026-11-04,108900
2026-07-07,kai_yufuin,2026-11-05,108900
2026-07-07,kai_yufuin,2026-11-06,108900
2026-07-07,kai_yufuin,2026-11-07,115500
2026-07-07,kai_yufuin,2026-11-08,108900
2026-07-07,kai_yufuin,2026-11-09,108900
2026-07-07,kai_yufuin,2026-11-10,108900
2026-07-07,kai_yufuin,2026-11-11,108900
2026-07-07,kai_yufuin,2026-11-12,108900
2026-07-07,kai_yufuin,2026-11-13,108900
2026-07-07,kai_yufuin,2026-11-14,115500
2026-07-07,kai_yufuin,2026-11-15,108900
2026-07-07,kai_yufuin,2026-11-17,108900
2026-07-07,kai_yufuin,2026-11-18,108900
2026-07-07,kai_yufuin,2026-11-19,108900
2026-07-07,kai_yufuin,2026-11-21,115500
2026-07-07,kai_yufuin,2026-11-22,115500
2026-07-07,kai_yufuin,2026-11-23,108900
2026-07-07,kai_yufuin,2026-11-24,108900
2026-07-07,kai_yufuin,2026-11-25,108900
2026-07-07,kai_yufuin,2026-11-26,108900
2026-07-07,kai_yufuin,2026-11-27,108900
2026-07-07,kai_yufuin,2026-11-28,115500
2026-07-07,kai_yufuin,2026-11-29,108900
2026-07-07,kai_yufuin,2026-11-30,108900
2026-07-07,enowa_yufuin,2026-07-12,426556
2026-07-07,enowa_yufuin,2026-07-13,426556
2026-07-07,enowa_yufuin,2026-07-14,421668
2026-07-07,enowa_yufuin,2026-07-15,421668
2026-07-07,enowa_yufuin,2026-07-16,416778
2026-07-07,enowa_yufuin,2026-07-17,416778
2026-07-07,enowa_yufuin,2026-07-18,431446
2026-07-07,enowa_yufuin,2026-07-20,431446
2026-07-07,enowa_yufuin,2026-07-22,426556
2026-07-07,enowa_yufuin,2026-07-23,426556
2026-07-07,enowa_yufuin,2026-07-24,426556
2026-07-07,enowa_yufuin,2026-07-25,436334
2026-07-07,enowa_yufuin,2026-07-26,421668
2026-07-07,enowa_yufuin,2026-07-27,421668
2026-07-07,enowa_yufuin,2026-07-28,421668
2026-07-07,enowa_yufuin,2026-07-29,421668
2026-07-07,enowa_yufuin,2026-07-30,421668
2026-07-07,enowa_yufuin,2026-07-31,421668
2026-07-07,enowa_yufuin,2026-08-01,426556
2026-07-07,enowa_yufuin,2026-08-02,426556
2026-07-07,enowa_yufuin,2026-08-03,421668
2026-07-07,enowa_yufuin,2026-08-04,421668
2026-07-07,enowa_yufuin,2026-08-05,426556
2026-07-07,enowa_yufuin,2026-08-06,426556
2026-07-07,enowa_yufuin,2026-08-07,431446
2026-07-07,enowa_yufuin,2026-08-08,455890
2026-07-07,enowa_yufuin,2026-08-09,455890
2026-07-07,enowa_yufuin,2026-08-10,455890
2026-07-07,enowa_yufuin,2026-08-11,455890
2026-07-07,enowa_yufuin,2026-08-12,455890
2026-07-07,enowa_yufuin,2026-08-13,455890
2026-07-07,enowa_yufuin,2026-08-14,455890
2026-07-07,enowa_yufuin,2026-08-15,431446
2026-07-07,enowa_yufuin,2026-08-16,426556
2026-07-07,enowa_yufuin,2026-08-17,426556
2026-07-07,enowa_yufuin,2026-08-18,421668
2026-07-07,enowa_yufuin,2026-08-19,421668
2026-07-07,enowa_yufuin,2026-08-20,421668
2026-07-07,enowa_yufuin,2026-08-21,421668
2026-07-07,enowa_yufuin,2026-08-22,431446
2026-07-07,enowa_yufuin,2026-08-23,426556
2026-07-07,enowa_yufuin,2026-08-24,426556
2026-07-07,enowa_yufuin,2026-08-26,421668
2026-07-07,enowa_yufuin,2026-08-27,421668
2026-07-07,enowa_yufuin,2026-08-28,431446
2026-07-07,enowa_yufuin,2026-08-29,431446
2026-07-07,enowa_yufuin,2026-08-30,431446
2026-07-07,enowa_yufuin,2026-08-31,421668
2026-07-07,enowa_yufuin,2026-09-01,421668
2026-07-07,enowa_yufuin,2026-09-02,421668
2026-07-07,enowa_yufuin,2026-09-03,421668
2026-07-07,enowa_yufuin,2026-09-04,421668
2026-07-07,enowa_yufuin,2026-09-05,431446
2026-07-07,enowa_yufuin,2026-09-06,416778
2026-07-07,enowa_yufuin,2026-09-07,416778
2026-07-07,enowa_yufuin,2026-09-08,416778
2026-07-07,enowa_yufuin,2026-09-09,416778
2026-07-07,enowa_yufuin,2026-09-10,416778
2026-07-07,enowa_yufuin,2026-09-11,426556
2026-07-07,enowa_yufuin,2026-09-12,431446
2026-07-07,enowa_yufuin,2026-09-13,426556
2026-07-07,enowa_yufuin,2026-09-14,426556
2026-07-07,enowa_yufuin,2026-09-15,426556
2026-07-07,enowa_yufuin,2026-09-16,421668
2026-07-07,enowa_yufuin,2026-09-17,421668
2026-07-07,enowa_yufuin,2026-09-18,421668
2026-07-07,enowa_yufuin,2026-09-19,455890
2026-07-07,enowa_yufuin,2026-09-20,455890
2026-07-07,enowa_yufuin,2026-09-21,455890
2026-07-07,enowa_yufuin,2026-09-22,455890
2026-07-07,enowa_yufuin,2026-09-23,436334
2026-07-07,enowa_yufuin,2026-09-24,431446
2026-07-07,enowa_yufuin,2026-09-25,431446
2026-07-07,enowa_yufuin,2026-09-26,436334
2026-07-07,enowa_yufuin,2026-10-01,426556
2026-07-07,enowa_yufuin,2026-10-02,426556
2026-07-07,enowa_yufuin,2026-10-03,426556
2026-07-07,enowa_yufuin,2026-10-04,421668
2026-07-07,enowa_yufuin,2026-10-05,421668
2026-07-07,enowa_yufuin,2026-10-06,421668
2026-07-07,enowa_yufuin,2026-10-07,421668
2026-07-07,enowa_yufuin,2026-10-08,421668
2026-07-07,enowa_yufuin,2026-10-09,426556
2026-07-07,enowa_yufuin,2026-10-10,455890
2026-07-07,enowa_yufuin,2026-10-11,455890
2026-07-07,enowa_yufuin,2026-10-12,436334
2026-07-07,enowa_yufuin,2026-10-13,436334
2026-07-07,enowa_yufuin,2026-10-14,436334
2026-07-07,enowa_yufuin,2026-10-15,426556
2026-07-07,enowa_yufuin,2026-10-16,426556
2026-07-07,enowa_yufuin,2026-10-17,431446
2026-07-07,enowa_yufuin,2026-10-18,426556
2026-07-07,enowa_yufuin,2026-10-22,431446
2026-07-07,enowa_yufuin,2026-10-23,431446
2026-07-07,enowa_yufuin,2026-10-24,436334
2026-07-07,enowa_yufuin,2026-10-25,431446
2026-07-07,enowa_yufuin,2026-10-26,421668
2026-07-07,enowa_yufuin,2026-10-27,421668
2026-07-07,enowa_yufuin,2026-10-28,421668
2026-07-07,enowa_yufuin,2026-10-29,431446
2026-07-07,enowa_yufuin,2026-10-30,441224
2026-07-07,enowa_yufuin,2026-10-31,455890
2026-07-07,enowa_yufuin,2026-11-01,455890
2026-07-07,enowa_yufuin,2026-11-02,455890
2026-07-07,enowa_yufuin,2026-11-03,431446
2026-07-07,enowa_yufuin,2026-11-04,431446
2026-07-07,enowa_yufuin,2026-11-05,431446
2026-07-07,enowa_yufuin,2026-11-06,436334
2026-07-07,enowa_yufuin,2026-11-07,436334
2026-07-07,enowa_yufuin,2026-11-08,431446
2026-07-07,enowa_yufuin,2026-11-09,431446
2026-07-07,enowa_yufuin,2026-11-10,431446
2026-07-07,enowa_yufuin,2026-11-11,431446
2026-07-07,enowa_yufuin,2026-11-12,431446
2026-07-07,enowa_yufuin,2026-11-13,436334
2026-07-07,enowa_yufuin,2026-11-15,431446
2026-07-07,enowa_yufuin,2026-11-16,431446
2026-07-07,enowa_yufuin,2026-11-17,431446
2026-07-07,enowa_yufuin,2026-11-18,431446
2026-07-07,enowa_yufuin,2026-11-19,431446
2026-07-07,enowa_yufuin,2026-11-20,436334
2026-07-07,enowa_yufuin,2026-11-23,436334
2026-07-07,enowa_yufuin,2026-11-24,426556
2026-07-07,enowa_yufuin,2026-11-25,426556
2026-07-07,enowa_yufuin,2026-11-26,426556
2026-07-07,enowa_yufuin,2026-11-27,426556
2026-07-07,enowa_yufuin,2026-11-28,436334
2026-07-07,enowa_yufuin,2026-11-29,436334
2026-07-07,enowa_yufuin,2026-11-30,436334
2026-07-07,enowa_yufuin,2026-12-01,426556
2026-07-07,enowa_yufuin,2026-12-02,426556
2026-07-07,enowa_yufuin,2026-12-03,426556
2026-07-07,enowa_yufuin,2026-12-04,426556
2026-07-07,enowa_yufuin,2026-12-05,431446
2026-07-07,enowa_yufuin,2026-12-07,416778
2026-07-07,enowa_yufuin,2026-12-08,416778
2026-07-07,enowa_yufuin,2026-12-09,416778
2026-07-07,enowa_yufuin,2026-12-10,416778
2026-07-07,enowa_yufuin,2026-12-11,416778
2026-07-07,enowa_yufuin,2026-12-12,426556
2026-07-07,enowa_yufuin,2026-12-13,416778
2026-07-07,enowa_yufuin,2026-12-14,416778
2026-07-07,enowa_yufuin,2026-12-15,416778
2026-07-07,enowa_yufuin,2026-12-16,416778
2026-07-07,enowa_yufuin,2026-12-17,416778
2026-07-07,enowa_yufuin,2026-12-18,416778
2026-07-07,enowa_yufuin,2026-12-19,426556
2026-07-07,enowa_yufuin,2026-12-20,426556
2026-07-07,enowa_yufuin,2026-12-21,426556
2026-07-07,enowa_yufuin,2026-12-22,426556
2026-07-07,enowa_yufuin,2026-12-23,426556
2026-07-07,enowa_yufuin,2026-12-24,426556
2026-07-07,enowa_yufuin,2026-12-25,436334
2026-07-07,enowa_yufuin,2026-12-26,455890
2026-07-07,enowa_yufuin,2026-12-27,455890
2026-07-07,enowa_yufuin,2026-12-28,455890
2026-07-07,enowa_yufuin,2026-12-29,455890
2026-07-07,enowa_yufuin,2026-12-30,455890
2026-07-07,enowa_yufuin,2026-12-31,463224
